update,episodes,frames,FPS,duration,return_mean,return_std,return_min,return_max,success_rate,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,loss,grad_norm
10,70,12800,576.1073358243895,21,0.26185937598347664,0.33418310020046543,0.0,0.9190000295639038,0.4375,119.875,67.02786267665113,9.0,275.0,1.9257303774356842,0.6861639469861984,-0.31470836214721204,2.8474200963974,1.0897444486618042,nan,0.4472421109676361
20,137,25600,599.6234888674968,43,0.2695312537252903,0.36648151961536257,0.0,0.968500018119812,0.375,154.875,100.77318281666011,5.0,400.0,1.8987484276294708,0.2540573596954346,-1.1016155362129212,11.575665187835693,4.667229652404785,nan,2.365943670272827
30,213,38400,611.0650214555882,65,0.18959374725818634,0.33704734091968364,0.0,0.9909999966621399,0.3125,131.875,101.00363545437362,1.0,400.0,1.917175716161728,0.7007142573595047,0.025346072763204573,1.9137493632733822,0.9630492329597473,nan,0.12636327743530273
40,287,51200,567.1831055850226,87,0.15231250040233135,0.2794384361606111,0.0,0.7749999761581421,0.25,165.5625,94.20454391243557,25.0,400.0,1.8841090857982636,0.5587081909179688,-0.16391351036727428,3.2988723278045655,1.4666815996170044,nan,0.3914296627044678
50,359,64000,570.8183952765276,109,0.10915625095367432,0.1790371586755037,0.0,0.5410000085830688,0.3125,198.0,86.51517207981499,51.0,400.0,1.908772075176239,0.6341238260269165,-0.14537858590483665,1.4516252875328064,0.5613464117050171,nan,0.28470656275749207
60,428,76800,555.1059768062937,131,0.15062499605119228,0.2748118883130371,0.0,0.8514999747276306,0.25,187.6875,89.07350809163182,33.0,400.0,1.9036737978458405,0.7487468242645263,-0.17695947252213956,2.9776997923851014,1.292853593826294,nan,0.3906741440296173
70,501,89600,679.0259440160901,151,0.16056250408291817,0.3164389274274085,0.0,0.8920000195503235,0.25,175.375,93.79357320733655,12.0,400.0,1.896379292011261,0.8240368515253067,-0.2862096861004829,5.454631638526917,2.422142505645752,nan,0.4886340796947479
80,568,102400,663.7711439378363,170,0.16471874713897705,0.34488049768545326,0.0,0.9909999966621399,0.1875,167.5,104.39288768876929,1.0,300.0,1.8852642118930816,0.9059959083795548,0.3541638270020485,0.20350221768021584,0.4370623230934143,nan,0.8417967557907104
90,646,115200,696.8257239060385,189,0.13387500494718552,0.2794597289391794,0.0,0.7480000257492065,0.1875,139.375,56.43455833972656,28.0,200.0,1.8476190626621247,0.5679199188947678,0.04612319432199001,2.768645453453064,1.411969780921936,nan,0.23966294527053833
100,716,128000,676.9854370260357,207,0.2058437503874302,0.3663758198073077,0.0,0.9595000147819519,0.25,136.4375,98.47713487784867,6.0,300.0,1.8011763930320739,0.6321873515844345,-0.048902448266744614,1.7538763463497162,0.8100239038467407,nan,0.30385467410087585
110,790,140800,581.0766052853886,415,0.06762499921023846,0.21684041226659653,0.0,0.887499988079071,0.125,200.25,66.64504857827023,25.0,300.0,1.742864614725113,0.2836845338344574,-0.14804995246231556,3.6974034190177916,1.6832231283187866,nan,1.4533677101135254
120,866,153600,586.7498733047786,437,0.06874999962747097,0.18805334967101736,0.0,0.6850000023841858,0.125,181.25,106.01444477051228,35.0,400.0,1.715948212146759,0.6065721333026886,0.1812713362276554,1.1558029036968946,0.7420133352279663,nan,0.9480448961257935
130,934,166400,580.6598660851606,459,0.1855000015348196,0.34862605600102675,0.0,0.9459999799728394,0.25,176.25,110.19329607557803,9.0,400.0,1.8105399310588837,0.34837587773799894,-0.3716856472194195,7.025905954837799,3.123162031173706,nan,1.1582740545272827
140,1008,179200,599.8813714730618,481,0.1329374983906746,0.28011949421263094,0.0,0.7929999828338623,0.1875,191.8125,103.40951283005833,48.0,400.0,1.80253763794899,0.539092455804348,0.18446741998195648,0.0888090431690216,0.21084657311439514,nan,0.7599786520004272
150,1085,192000,699.4174965724211,499,0.2475312501192093,0.39316406614144417,0.0,0.9909999966621399,0.3125,155.75,101.85866433445905,1.0,400.0,1.8237406492233277,0.16985807418823243,0.08205950409173965,0.021603476908057927,0.07462384551763535,nan,0.307250440120697
160,1155,204800,663.7439809784826,519,0.21821875497698784,0.37825508822993,0.0,0.9010000228881836,0.25,201.5,137.91618831739805,24.0,400.0,1.809279638528824,0.3090537652373314,-0.16339261047542095,3.9035309076309206,1.7702802419662476,nan,0.7994818687438965
170,1230,217600,664.2976085846403,538,0.11318749934434891,0.3006848870120185,0.0,0.9819999933242798,0.125,163.8125,109.26242420773026,2.0,400.0,1.819349330663681,0.5031879037618637,0.1971345402300358,0.055395962484180925,0.20663900673389435,nan,0.30889174342155457
180,1302,230400,664.1538772902736,557,0.12906250171363354,0.29105680209481116,0.0,0.9190000295639038,0.25,181.0625,90.18347184351465,9.0,300.0,1.8274750351905822,0.47399796545505524,0.08075799718499184,0.2953097090125084,0.21013808250427246,nan,0.2821560800075531
190,1376,243200,664.6221983214316,576,0.17912499606609344,0.31085267615174544,0.0,0.765999972820282,0.25,168.0,82.244300714396,26.0,300.0,1.7871305882930755,0.5660204470157624,-0.8819117426872254,10.60647292137146,4.403453350067139,nan,2.220755100250244
200,1466,256000,709.5793271121173,594,0.17428125068545341,0.36288023157833854,0.0,0.9549999833106995,0.1875,177.0625,99.63964368538258,5.0,300.0,1.7342936098575592,0.7635111451148987,-0.05658228620886803,6.073553623259068,2.9628517627716064,nan,0.5979217290878296
210,1538,268800,591.0196604771919,790,0.1752499993890524,0.28033946740811166,0.0,0.8784999847412109,0.3125,167.3125,106.01870044360099,27.0,400.0,1.7672408163547515,1.0208649605512619,-0.03264972493052483,4.098149728775025,1.9987529516220093,nan,0.36839765310287476
220,1618,281600,558.0029873329889,812,0.22587500140070915,0.359569037141657,0.0,0.9325000047683716,0.3125,165.125,120.27565994414664,13.0,400.0,1.754343420267105,0.7607401967048645,-0.06998465061187745,4.569084131717682,2.197014093399048,nan,0.861995279788971
230,1697,294400,662.5379255330702,833,0.07471875147894025,0.1981397868650149,0.0,0.7795000076293945,0.1875,176.5625,78.81463121622787,49.0,300.0,1.7580536901950836,0.4814084008336067,0.08971150228753685,0.33592324927449224,0.24009259045124054,nan,0.303280234336853
240,1764,307200,686.7487432802043,853,0.057218749076128006,0.1575822152726591,0.0,0.5814999938011169,0.125,185.4375,101.22127293089136,74.0,400.0,1.7260474145412446,0.7319761782884597,0.05052921436727047,1.9221442103385926,0.9943408966064453,nan,0.44105541706085205
250,1833,320000,638.7193037641866,871,0.08956249803304672,0.25151613978147336,0.0,0.9549999833106995,0.125,172.6875,104.95637114415685,5.0,400.0,1.699642723798752,0.5659436553716659,0.19370314925909043,0.04612939991056919,0.199771448969841,nan,0.4526832103729248
